OrgID,IndustryDesc,2010 Org Official Name,CEI Brands,2007 Brands,BG Category 2010,2008 Brands,2010 CEI Rating,BG Common Name,BG Brand Name - 2010,rpt2010BuyersGuideDataPullAllCo.OrgOfficialName,2010 DB PullBrands,New to Buyers Guide,Newly Rated 2010 CEI,National Corp Partner,Notes
623,Retail and Consumer Products,Kimberly-Clark Corp.,"KLEENEX; HUGGIES; KOTEX; SCOTT; DEPEND; PULL-UPS;VIVA, COTTONELLE;LITTLE SWIMMERS;POISE",Kleenex; Huggies; Kotex; Scott; Depend; Pull-Ups; Viva,Household Products,Cottonelle; Kleenex; Scott; Viva,100,Kimberly-Clark,Cottonelle; Kleenex; Scott; Viva,Kimberly-Clark Corp.,"KLEENEX; HUGGIES; KOTEX; SCOTT; DEPEND; PULL-UPS;VIVA, COTTONELLE;LITTLE SWIMMERS;POISE",,,,
1888,Home Furnishing,Newell Rubbermaid Inc.,Rubbermaid; Graco; Calphalon; Levolor; Sharpie; Waterman; Dymo; Expo; PaperMate; Shur-Line; Irwin; Bernzomatic; Goody; Kirsch; Parker,"Accent; Ace; Calphalon; Expo; Goody; Irwin; Lenox; Levelor/Kirsch; Liquid-Paper; Paper Mate; Rolodex, Sanford; Sharpie; Shurline; Uni-Ball",Household Products,Accent; Calphalon; Expo; Goody;  PaperMate; Parker; Rolodex; Sanford; Sharpie; Accent; Shur-Line; Waterman; Uni-Ball,100,Newell Rubbermaid,Dymo; Expo; Liquid Paper; Paper Mate; Parker; Rolodex; Roughneck; Sharpie; Shur-Line; Uni-ball; Waterman,Newell Rubbermaid Inc.,Rubbermaid; Graco; Calphalon; Levolor; Sharpie; Waterman; Dymo; PaperMate; Irwin; Goody: Lenox; Parker; Technical Concepts; Aprica,,,,
1233,Retail and Consumer Products,Procter & Gamble Co.,Pantene; Tide; Pampers; Charmin; Bounty; Always; Crest; Dawn; Downy; Folgers; Gillette; Head and Shoulders;Iams; Olay;Pringles,Ace Bleach; Bounce; Bounty; Cascade; Charmin; Cheer; Dawn; Downey; Dryel; Febreze; Joy; Mr Clean; Swiffer; Tide,Household Products,Bounce; Bounty; Cascade; Charmin; Cheer; Dawn; Downy; Duracell; Febreze; Gain; Joy; Mr. Clean; Puffs; Swiffer; Tide ,100,Procter & Gamble,Bounce; Bounty; Cascade; Charmin; Cheer; Dawn; Downy; Duracell; Febreze; Gain; Joy; Mr. Clean; Puffs; Swiffer; Tide ,Procter & Gamble Co.,Pantene; Tide; Pampers; Charmin; Bounty; Always; Crest; Dawn; Downy; Gillette; Head and Shoulders;Iams; Olay;Pringles,,,,
14325,Retail and Consumer Products,S.C. Johnson & Son Inc.,EDGE; GLADE; OFF!; PLEDGE; RAID; SCRUBBING BUBBLES; SHOUT; WINDEX; ZIPLOC;,Drano; Edge; Fantastik; Glade; Grab-it; OFF; Oust; Pledge; Raid; Saran; Scrubbing Bubbles; Shout; Skintimate; Vanish; Windex; Ziploc,Household Products,Drano; Fantastik; Glade; Grab-it; OFF!; Oust; Pledge; Raid; Saran; Scrubbing Bubbles; Shout; Vanish; Windex; Ziploc,100,S.C. Johnson & Son,Drano; Fantastik; Glade; Grab-it; Nature's Source; OFF!; Oust; Pledge; Raid; Saran; Scrubbing Bubbles; Shout; Vanish; Windex; Ziploc,S.C. Johnson & Son Inc.,GLADE; OFF!; PLEDGE; RAID; SCRUBBING BUBBLES; SHOUT; WINDEX; ZIPLOC;,,,,
1190,Retail and Consumer Products,Colgate-Palmolive Co.,Colgate; Palmolive; Irish Spring; Softsoap; Mennen; Ajax; Murphy Oil Soap; Suavitel; Fabulouso; Hill's Science Diet,Ajax; Fab; Murphy's Oil Soap; Palmolive,Household Products,Ajax;  Murphy Oil Soap; Palmolive; Suavitel,95,Colgate-Palmolive ,Ajax; Fabuloso; Murphy Oil Soap; Palmolive; Suavitel,Colgate-Palmolive Co.,Colgate; Palmolive; Irish Spring; Softsoap; Mennen; Ajax; Murphy Oil Soap; Suavitel; Fabulouso; Hill's Science Diet,,,,
38,Insurance,AFLAC Inc.,,,Insurance & Health Care,,?,AFLAC,,,,,,,
51981,Insurance,Assurant,,,Insurance & Health Care,,?,Assurant,,,,,,,
4904,Insurance,Berkshire Hathaway Inc.,,,Insurance & Health Care,,?,Berkshire Hathaway,GEICO; National Indemnity,,,,,,
14563,Insurance,Conseco Inc.,,,Insurance & Health Care,,?,Conseco Inc.,Bankers Life; Colonial Penn,,,,,,
14987,Insurance,First American Corp.,,,Insurance & Health Care,,?,First American Corp.,,,,x,,,
52414,Insurance,"Genworth Financial, Inc.",,,Insurance & Health Care,,?,Genworth,,,,,,,
14536,Insurance,Guardian Life Ins. Co. America,,,Insurance & Health Care,,?,Guardian Life,Berkshire Life; Park Avenue Life,,,,,,
1486,Insurance,Liberty Mutual Group,,,Insurance & Health Care,,?,Liberty Mutual,,,,,,,
1564,Insurance,Northwestern Mutual Life Insurance,,,Insurance & Health Care,,?,Northwestern Mutual ,Frank Russell,,,,,,
52084,Healthcare,Sierra Health Services Inc.,HPN; SHL; BHO; FHS; FHH. THC;SNVA; SMA,,Insurance & Health Care,,?,Sierra,,,,,,,
911,Insurance,United Services Automobile Association,,,Insurance & Health Care,,?,USAA,,,,,,,
1525,Insurance,Aetna Inc.,,,Insurance & Health Care,,100,Aetna,,Aetna Inc.,,,,,
4945,Insurance,Allianz Life Insurance Co. of North America,,,Insurance & Health Care,,100,Allianz Life,,Allianz Life Insurance Co. of North America,,,,,
1489,Insurance,"Allstate Corp., The",No information available,,Insurance & Health Care,,100,Allstate,American Heritage Life; Deerbrook; Encompass; Lincoln Benefit; ,"Allstate Corp., The",No information available,,,,
1290,Banking and Financial Services,Aon Corp.,Aon; Affinity Insurance Services; Aon Risk Services; Aon Consulting; Aon Re; ,Combined; Affinity,Insurance & Health Care,Affinity; Combined ,100,Aon,Affinity,Aon Corp.,Aon; Affinity Insurance Services; Aon Risk Services; Aon Consulting; Aon Re; ,,,,
52549,Insurance,Blue Cross Blue Shield of Florida Inc.,,,Insurance & Health Care,,100,Blue Cross Blue Shield of Florida Inc.,,,,x,x,,
1522,Insurance,Chubb Corp.,,,Insurance & Health Care,,100,Chubb,,Chubb Corp.,,,,,
1520,Insurance,CNA Insurance,CNA,CNA,Insurance & Health Care,,100,CNA Insurance,,CNA Insurance,CNA,,,,
54760,Insurance,Esurance Inc.,Esurance,,Insurance & Health Care,,100,Esurance,,Esurance Inc.,Esurance,,,,
1137,Insurance,Hartford Financial Services Co.,P&C insurance; Life insurance; financial services,,Insurance & Health Care,,100,Hartford Financial Services ,American Maturity,"Hartford Financial Services Group Inc., The",P&C insurance; Life insurance; financial services,,,,
5097,Insurance,ING North America Insurance Corp.,"ING Fixed Annuities; ING Variable Annuities; ING Life Insurance, ING Retirement Plans; ING Funds",,Insurance & Health Care,ReliaStar,100,ING,ReliaStar,ING North America Insurance Corp.,ING U.S. Retirement Services; ING U.S. Annuities; ING U.S. Insurance,,,,
1508,Healthcare,Kaiser Permanente,,,Insurance & Health Care,,100,Kaiser Permanente,,Kaiser Permanente,Kaiser Permanente; Thrive; Viva Bien,,,,
1549,Insurance,Massachusetts Mutual Life Insurance Co.,"Babson Capital Management LLC; Cornerstone Real Estate Advisers LLC; MassMutual Financial Group;Oppenheimerfunds, Inc.; Barings; MML Investors Services, Inc.; MassMutual International LLC; The MassMutual Trust Company, FSB",Babson Capital; Baring Asset Management; OppenheimerFunds,Insurance & Health Care,Babson Capital; Baring Asset; Cornerstone; OppenheimerFunds,100,MassMutual Life Insurance,Babson Capital; Baring Asset; C.M. Life Insurance; Cornerstone; OppenheimerFunds,Massachusetts Mutual Life Insurance Co.,"Babson Capital Management LLC; Cornerstone Real Estate Advisers LLC; MassMutual Financial Group;Oppenheimerfunds, Inc.; Barings; MML Investors Services, Inc.; MassMutual International LLC; The MassMutual Trust Company, FSB",,,,
1560,Insurance,MetLife Inc.,MetLife; MetLife Bank; MetLife Auto & Home; New England Financial; MetLife Resources; MetLife Investors,,Insurance & Health Care,New England Life Insurance,100,MetLife,"New England Life Insurance, Texas Life Insurance",MetLife Inc.,MetLife; MetLife Bank; MetLife Auto & Home; New England Financial; MetLife Resources; MetLife Investors,,,,
1539,Insurance,Nationwide,Nationwide; Allied Insurance; Scottsdale Insurance,Allied Insurance; Scottsdale Insurance; Titan Insurance; Victoria Insurance,Insurance & Health Care,Allied Insurance; Scottsdale Insurance; Titan Insurance; Victoria Insurance,100,Nationwide,Allied Insurance; Scottsdale Insurance; Titan Insurance; Victoria Insurance,Nationwide,Nationwide; Allied Insurance; Scottsdale Insurance; Titan Insurance,,,,
1551,Insurance,New York Life Insurance Co.,,,Insurance & Health Care,,100,New York Life,,New York Life Insurance Co.,,,,,
14936,Insurance,Pacific Mutual Holding Co.,,,Insurance & Health Care,,100,Pacific Mutual,,Pacific Life Insurance Co.,0,,,,
5042,Insurance,"Progressive Corp., The",Progressive,,Insurance & Health Care,,100,Progressive,,"Progressive Corp., The",Progressive,,,,
1052,Insurance,Prudential Financial Inc.,Prudential; Prudential Financial,,Insurance & Health Care,,100,Prudential,,Prudential Financial Inc.,Prudential; Prudential Financial,,,NCP,
54840,Insurance,Sun Life Financial Inc. (U.S.),Sun Life Financial,,Insurance & Health Care,,100,Sun Life Financial ,,Sun Life Financial Inc. (U.S.),Sun Life Financial;Sun Capital Advisers,,,,
1512,Insurance,Teachers Insurance and Annuity Association - College Retirement Equities Fund,,,Insurance & Health Care,,100,TIAA-CREF,,Teachers Insurance and Annuity Association - College Retirement Equities Fund,,,,,
1548,Healthcare,UnitedHealth Group Inc.,,,Insurance & Health Care,,100,UnitedHealth Group,Golden Rule Insurance; OptumHealth; Ovations; Secure Horizons,Golden Rule Insurance; OptumHealth; Ovations;  Secure Horizons;,UnitedHealthcare Insurance; Medicare Insurance & Part D Drug Plans;  Eldercare by Secure Horizons; Medicaid by Americhoice; OptumHealth Solutions; Ingenix ,x,,,
1104,Healthcare,CIGNA Corp.,CIGNA Heathcare,,Insurance & Health Care,,95,CIGNA Corp.,,CIGNA Corp.,CIGNA Heathcare,,,,
1132,Insurance,Lincoln National Corp.,,,Insurance & Health Care,,95,Lincoln National,,Lincoln National Corp.,,,,,
1108,Insurance,Principal Financial Group,Principal Bank; Principal Life Insurance; Principal Financial Services; Princor Financial Services; Principal Global Investors ,,Insurance & Health Care,,95,Principal Financial Group,,Principal Financial Group,Principal Bank; Principal Life Insurance; Principal Financial Services; Principal Funds; Principal Global Investors ,,,,
1557,Insurance,WellPoint Inc.,Anthem; Blue Cross  Blue Shield,Anthem; Blue Cross Blue Shield; Lumenos,Insurance & Health Care,Anthem; Blue Cross  Blue Shield; Lumenos,95,WellPoint Inc.,Anthem; Blue Cross Blue Shield; Lumenos; Unicare,WellPoint Inc.,Anthem Blue Cross; Anthem Blue Cross Blue Shield; Unicare,,,,
1498,Insurance,Harvard Pilgrim Health Care Inc.,,,Insurance & Health Care,,93,Harvard Pilgrim Health Care ,,Harvard Pilgrim Health Care Inc.,,,,,
1537,Healthcare,Health Net Inc.,,,Insurance & Health Care,,93,Health Net,,Health Net Inc.,,,,,
35669,Insurance,Blue Cross Blue Shield of North Carolina,,,Insurance & Health Care,,90,Blue Cross Blue Shield of North Carolina,,,,x,x,,
14567,Insurance,American Family Insurance Group,American Family Insurance,,Insurance & Health Care,,88,American Family Insurance Group,,American Family Insurance Group,American Family Insurance,,,,
1500,Healthcare,Group Health Cooperative,,,Insurance & Health Care,,88,Group Health Cooperative,,,,x,,,
1542,Insurance,Unum Group,,Colonial; Genex; ,Insurance & Health Care,Colonial; Genex; Provident,88,Unum,Colonial; Provident,Unum Group,,,,,
1481,Insurance,American International Group Inc.,AIG,,Insurance & Health Care,,85,AIG,AIU; Chartis,Chartis,AIU Holdings,,,,
54924,Healthcare,Group Health Permanente,,,Insurance & Health Care,,85,Group Health Permanente,,,,x,x,,
4894,Healthcare,Quest Diagnostics Inc.,Care360; ChartMax; Lab Orders and Results,Medplus,Insurance & Health Care,Medplus,85,Quest Diagnostics,,Quest Diagnostics Inc.,Care360; ChartMax; Lab Orders and Results,,,,
52347,Insurance,Selective Insurance Group,Insurance,,Insurance & Health Care,,85,Selective Insurance Group,,Selective Insurance Group,Insurance,,,,
1087,Insurance,Mutual of Omaha Insurance,Insurance Products; Financial Serivces,,Insurance & Health Care,,80,Mutual of Omaha Insurance,,Mutual of Omaha Insurance,Insurance Products,,,,
1497,Insurance,State Farm Group,"Auto, Home, Life, and Health Insurance; Bank Products",,Insurance & Health Care,,80,State Farm,,State Farm Group,"Auto, Home, Life, and Health Insurance; Bank Products",,,,
1511,Insurance,John Hancock Financial Services Inc.,,,Insurance & Health Care,,73,John Hancock,Manulife ,John Hancock Financial Services Inc.,,,,,
1515,Insurance,CUNA Mutual Insurance Group,,,Insurance & Health Care,,65,CUNA Mutual Insurance Group,,CUNA Mutual Insurance Group,,,,,
1553,Healthcare,Vision Service Plan,,,Insurance & Health Care,,65,Vision Service Plan,,Vision Service Plan,,,,,
35619,Insurance,Zurich North America,,,Insurance & Health Care,,65,Zurich,,Zurich North America,,,,,
1585,Healthcare,Owens & Minor Inc.,MediChoice,MediChoice,Insurance & Health Care,MediChoice,50,Owens & Minor ,MediChoice,Owens & Minor Inc.,MediChoice,,,,
856,Insurance,"Travelers Companies Inc., The",,,Insurance & Health Care,,50,Travelers,,"Travelers Companies Inc., The",,,,,
161,Healthcare,Humana Inc.,,,Insurance & Health Care,,45,Humana,,Humana Inc.,,,,,
1115,"Insurance, Hotels",Loews Corp.,,,Insurance & Health Care,,45,Loews Corp.,CNA Insurance ,CNA Insurance ,,x,x,,
43508,Insurance,AEGON USA Inc.,No information available.,Transamerica,Insurance & Health Care,Transamerica,40,AEGON,Merrill Lynch Life Insurance; Stonebridge; Transamerica,AEGON USA Inc.,No information available.,,,,
43073,"Education, Child Care",Bright Horizons Family Solutions Inc.,Bright Horizons Children's Centers; Brookfield Academies; College Coach; Lipton Child Care,,Kids,,100,Bright Horizons Family Solutions ,Brookfield Academies; College Coach; Lipton Child Care,Bright Horizons Family Solutions Inc.,Bright Horizons Children's Centers; Brookfield Academies; College Coach;,,,,
623,Retail and Consumer Products,Kimberly-Clark Corp.,"KLEENEX; HUGGIES; KOTEX; SCOTT; DEPEND; PULL-UPS;VIVA, COTTONELLE;LITTLE SWIMMERS;POISE",Kleenex; Huggies; Kotex; Scott; Depend; Pull-Ups; Viva,Kids,Huggies; Pull-Ups,100,Kimberly-Clark,GoodNites; Huggies; Little Swimmers; Pull-Ups,Kimberly-Clark Corp.,"KLEENEX; HUGGIES; KOTEX; SCOTT; DEPEND; PULL-UPS;VIVA, COTTONELLE;LITTLE SWIMMERS;POISE",,,,
1888,Home Furnishing,Newell Rubbermaid Inc.,Rubbermaid; Graco; Calphalon; Levolor; Sharpie; Waterman; Dymo; Expo; PaperMate; Shur-Line; Irwin; Bernzomatic; Goody; Kirsch; Parker,Graco; Little Tikes,Kids,Graco,100,Newell Rubbermaid,Aprica; Graco; Teutonia,Newell Rubbermaid Inc.,Rubbermaid; Graco; Calphalon; Levolor; Sharpie; Waterman; Dymo; PaperMate; Irwin; Goody: Lenox; Parker; Technical Concepts; Aprica,,,,
1233,Retail and Consumer Products,Procter & Gamble Co.,Pantene; Tide; Pampers; Charmin; Bounty; Always; Crest; Dawn; Downy; Folgers; Gillette; Head and Shoulders;Iams; Olay;Pringles,,Kids,"Pampers, Luvs",100,Procter & Gamble,Luvs; Pampers ,Procter & Gamble Co.,Pantene; Tide; Pampers; Charmin; Bounty; Always; Crest; Dawn; Downy; Gillette; Head and Shoulders;Iams; Olay;Pringles,,,,
1761,Healthcare,Abbott Laboratories,"Medical Products, Nutritionals and Pharmaceuticals",Ensure,Kids,Ensure,80,Abbott Laboratories,Pedialyte; PediaSure; Similac,Abbott Laboratories,"Freestyle glucose monitoring system and test strips; Similac infant formula; Pedialyte rehydration solutions for infants and children; Ensure adult nutritional products; ZonePerfect nutrition bars and shakes; EAS nutrition bars, shakes and supplements; Gl",,,,
2019,Chemicals and Biotechnology,Bayer Corp.,Bayer Aspirin;Aleve;Flinstone Vitamins;One-a-Day Vitamins;Bayer Advanced Lawn & Garden; Bayer Advantage; Bayer Advantix; Midol; Yasmin; Kogenate; Levitra,Aleve; Alka-Seltzer; Femstat 3; Flintstones Vitamins; Midol; One-A-Day,Kids,Flintstones,80,Bayer,Flintstones Vitamins,Bayer Corp.,Yazmin; Betaferon; Kogenate; Adalat; Avalox; Contour; Aspirin; Advantage; Aleve; One-A-Day,,,,
1218,Pharmaceuticals,Bristol-Myers Squibb Co.,Ability; ATRIPLA; Avapro; Avalide; Baraclude; EMSAM; Erbitux; IXEMPRA; Orencia; Plavix; Reyataz; Sprycel; Sustiva,Enfamil ,Kids ,Enfamil,100,Bristol-Myers Squibb ,Enfamil,Bristol-Myers Squibb Co.,Abilify; ATRIPLA; Avapro; Baraclude; ERBITUX; IXEMPRA; Orencia; Plavix; Reyataz; Sprycel; Sustiva,,,,
1171,Retail and Consumer Products,Clorox Co.,Clorox; Glad; Brita; Kingsford; Armor All; STP; Pine-Sol; Formula 409; Liquid-Plumr; Tilex; S.O.S; Wash'n Dri; Lestoil; Tuff Stuff; Handi-Wipes; Hidden Valley; K C Masterpiece; Kitchen Bouquet; Fresh Step; Scoop Away; EverFresh; Ever Clean; Burt's Bees; G,Ever Clean; Ever Fresh; Fresh Step; Scoop Away,Pet Care,Ever Clean; EverFresh; Fresh Step; Scoop Away,100,Clorox,Ever Clean; EverFresh; Fresh Step; Scoop Away,Clorox Co.,Clorox; Burt's Bees; Greenworks; Pine Sol; Glad; Brita; Kingsford; Armor All; STP; Formula 409; Liquid-Plumr;  Hidden Valley; K C Masterpiece; Kitchen Bouquet; Fresh Step; Scoop Away; EverFresh; Ever Clean; Tilex; S.O.S; Wash'n Dri; Lestoil; Tuff Stuff; H,,,,
,,Novartis Pharmaceutical Corp.,,,Pet Care,,100,Novartis Pharmaceutical Corp.,Interceptor,,,,,,
1233,Retail and Consumer Products,Procter & Gamble Co.,Pantene; Tide; Pampers; Charmin; Bounty; Always; Crest; Dawn; Downy; Folgers; Gillette; Head and Shoulders;Iams; Olay;Pringles,Eukanuba; Iams,Pet Care,"Eukanuba, Iams",100,Procter & Gamble,Eukanuba; Iams,Procter & Gamble Co.,Pantene; Tide; Pampers; Charmin; Bounty; Always; Crest; Dawn; Downy; Gillette; Head and Shoulders;Iams; Olay;Pringles,,,,
1190,Retail and Consumer Products,Colgate-Palmolive Co.,Colgate; Palmolive; Irish Spring; Softsoap; Mennen; Ajax; Murphy Oil Soap; Suavitel; Fabulouso; Hill's Science Diet,Prescription Diet Canine; Prescription Diet Feline; Science Diet,Pet Care,Hill's Pet Nutrition; Hill's Science Diet,95,Colgate-Palmolive ,Hill's Prescription Diet; Hill's Science Diet,Colgate-Palmolive Co.,Colgate; Palmolive; Irish Spring; Softsoap; Mennen; Ajax; Murphy Oil Soap; Suavitel; Fabulouso; Hill's Science Diet,,,,
795,"Food, Beverages and Groceries",Nestle Purina PetCare Co.,"Purina Dog Chow; Purina Cat Chow; Friskies, Fancy Feast, Beneful, Purina ONE",Alpo; Beggin' Strips; Fancy Feast; Friskies; T Bonz,Pet Care,Alpo; Beggin' Strips; Fancy Feast; Friskies; T Bonz,75,Nestle Purina,Alpo; Beggin' Strips; Beneful; Cat Chow; Deli-Cat; Dog Chow; Fancy Feast; Friskies; Puppy Chow; Purina ONE; TBonz; Tidy Cats,Nestle Purina PetCare Co.,"Purina Dog Chow; Purina Cat Chow; Friskies, Fancy Feast, Beneful, Purina ONE",,,,
1467,"Food, Beverages and Groceries",Safeway Inc.,Safeway Select; Lucerne; Priority Pet; Primo Taglio; O Organics; Artisan; The Butchers Cut; Manor House; The Produce Stand; Remarkable; Genuardis; The Captain's Choice; Eating Right; Basic Red; Mrs. Wright's; Dominicks; Oven Joy; Safeway (name brand),,Pet Care,Priority Pet,75,Safeway,Priority Pet,Safeway Inc.,Safeway Select; Lucerne; Priority Pet; Primo Taglio; O Organics; Eating Right; Basic Red; Signature Cafe; mom to mom; Bright Green; Ranchers Reserve;Safeway (name brand),,,,
14781,"Food, Beverages and Groceries",Mars Inc.,,,Pet Care,,73,Mars,Cesar; Pedigree; Royal Canin; Sheba; Whiskas,Cesar; Pedigree; Royal Canin; Sheba; Whiskas,"M&M's, Snickers; Dove Chocolate; Starburst; Combo's; Uncle Ben's; Pedigree; Sheba; Flavia, Whiskas;",x,,,
5065,Airlines,AirTran Holdings Inc.,,,Planning a Trip,,?,AirTran,,,,x,,,
52220,Airlines,"ExpressJet Holdings, Inc.",,,Planning a Trip,,?,ExpressJet Airlines,,Continental Express,,x,,,
52506,Airlines,SkyWest Inc.,,,Planning a Trip,,?,SkyWest,,Atlantic Southeast Airlines,,x,,,
5112,Airlines,Alaska Airlines,,,Planning a Trip,,100,Alaska Airlines,,Alaska Air Group Inc.,,,,,
1711,Airlines,AMR Corp. (American Airlines),"American Airlines; American Eagle; American Airlines Vacations; AAdvantage; Admirals Club; American Beacon Advisors, American Airlines Employees Federal Credit Union",American Eagle,Planning a Trip,American Eagle,100,American Airlines,American Eagle,AMR Corp. (American Airlines),American Airlines; American Eagle; American Airlines Vacations; AAdvantage; Admirals Club; American Airlines Employees Federal Credit Union,,,NCP,
1253,"Food, Beverages and Groceries",Anheuser-Busch Companies Inc.,Budweiser; Bud Light; Michelob; Michelob Light; Bud Select; Busch; Busch Light; Busch Gardens; SeaWorld; Sesame Place,Busch Gardens; SeaWorld; Sesame Place,Planning a Trip,Busch Gardens; SeaWorld; Sesame Place,100,Anheuser-Busch,Busch Gardens; SeaWorld; Sesame Place,Anheuser-Busch Companies Inc.,Budweiser; Bud Light; Michelob; Stella Artois; Bud Select; Busch; Busch Light; Busch Gardens; SeaWorld; Sesame Place,,,,
14338,"Hotels, Resorts and Casinos",Carlson Companies Inc.,See Additional Notes to HRC section for detail.,All Aboard Travel; Carlson Wagonlit Travel; Carlson Wagonlit Travel; Country Inns & Suites By Carlson ; Cruise Holidays; Cruise Specialists; CruiseDeals.com; Park Inn; Park Plaza Hotels & Resorts ; Radisson Hotels & Resorts ; Regent Hotels & Resorts; Rege,Planning a Trip,All Aboard Travel; Carlson Wagonlit Travel;  Country Inns & Suites; Cruise Holidays; Park Inn; Park Plaza Hotels & Resorts ; Radisson Hotels & Resorts; Regent Hotels & Resorts; Regent Seven Seas Cruises,100,Carlson,Carlson Wagonlit Travel; Country Inns & Suites; Park Inn; Park Plaza Hotels & Resorts; Radisson Hotels & Resorts; Regent Hotels & Resorts,Carlson Companies Inc.,Regent Hotels & Resorts®; Radisson Hotels & Resorts®; Park Plaza Hotels & Resorts; Country Inns & Suites By Carlson; Park Inn® hotels; Carlson Marketing; T.G.I. Friday’s®; Pick Up Stix®; Carlson Wagonlit,,,,
1707,Airlines,Continental Airlines Inc.,,,Planning a Trip,,100,Continental Airlines,,Continental Airlines Inc.,Continental Airlines,,,,
1722,Airlines,Delta Air Lines Inc.,,,Planning a Trip,,100,Delta Air Lines,Northwest Airlines,Delta Air Lines Inc.,,,,,
14674,"Hotels, Resorts and Casinos",Harrah's Entertainment Inc.,Caesars; Harrah's; Horseshoe; World Series of Poker; Paris; Bally's; Rio; Showboat; Flamingo; London Clubs International;,Bally's; Caesar's Palace; Flamingo; Grand Casino Resorts; Harrah's; Harvey's; Horseshoe; Paris Hotel; Rio Las Vegas; Showboat,Planning a Trip,Bally's; Caesar's Palace; Casino Windsor; Flamingo; Grand Biloxi; Grand Casino Resorts; Harrah's; Horseshoe; Paris Hotel;  Rio Las Vegas; Showboat,100,Harrah's Entertainment,Bally's; Caesars; Flamingo; Horseshoe; London Clubs International; Paris; Rio; Showboat,Harrah's Entertainment Inc.,Caesars; Harrah's; Horseshoe; Paris; Bally's; Showboat; Rio; Flamingo; Bills; World Series of Poker,,,NCP,
14830,"Hotels, Resorts and Casinos",Global Hyatt Corp.,"Grand; Park; Regency,Hyatt Place, Andaz",Grand Hyatt; Park Hyatt; Regency Hyatt,Planning a Trip,Grand Hyatt; Park Hyatt; Regency Hyatt,100,Hyatt ,Andaz; Grand Hyatt; Hyatt Place; Park Hyatt; Regency Hyatt,Hyatt Hotels Corp.,"Grand, Park, Regency, Hyatt Place, Andaz, Hyatt Summerfield Suites",,,,
52483,Airlines,JetBlue Airways Corp.,JetBlue,,Planning a Trip,,100,JetBlue Airways,,JetBlue Airways Corp.,JetBlue,,,,
1122,"Hotels, Resorts and Casinos",Kimpton Hotel & Restaurant Group Inc.,Kimpton Hotels and Restaurants ,,Planning a Trip,Hotel Monaco; Hotel Palomar,100,Kimpton Hotel & Restaurant Group,"Hotel Monaco, Hotel Palomar",Kimpton Hotel & Restaurant Group Inc.,Kimpton Hotels and Restaurants ,,,,
1461,"Hotels, Resorts and Casinos",Marriott International Inc.,The Ritz-Carlton; JW Marrriott; Marriott; Renaissance; Courtyard; SpringHill Suites; Fairfield Inn; Residence Inn; TownePlace Suites; Marriott Vacation Club International,Courtyard; Fairfield Inn; JW Marrriott; Renaissance; Residence Inn; SpringHill Suites; The Ritz-Carlton; ,Planning a Trip,Courtyard; Fairfield Inn; JW Marrriott; Renaissance;  Residence Inn; SpringHill Suites; The Ritz-Carlton; TownePlace Suites,100,Marriott International,Bulgari Hotels & Resorts; Courtyard; Fairfield Inn; JW Marrriott; Renaissance; Residence Inn; The Ritz-Carlton; SpringHill Suites; TownePlace Suites,Marriott International Inc.,The Ritz-Carlton; JW Marrriott; Marriott; Renaissance; Courtyard; SpringHill Suites; Fairfield Inn; Residence Inn; TownePlace Suites; Marriott Vacation Club International,,,,
54920,"Transportation, Travel",Orbitz Worldwide Inc.,orbitz.com; cheaptickets.com; away.com; ebookers.com; hotelclub.com,,Planning A Trip,,100,Orbitz,Away.com; CheapTickets; eBookers.com; HotelClub,Orbitz Worldwide Inc.,orbitz.com; cheaptickets.com; away.com; ebookers.com; hotelclub.com,,,NCP,
1709,"Transportation, Travel",Sabre Holdings Inc.,Travelocity; Sabre Travel Network; Sabre Airline Solutions,,Planning A Trip,,100,Sabre Holdings ,Travelocity,Sabre Holdings Inc.,Travelocity; Sabre Travel Network; Sabre Airline Solutions,,,,
1118,"Hotels, Resorts and Casinos",Starwood Hotels & Resorts Worldwide,"Sheraton; Four Points by Sheraton; St. Regis; Luxury Collection; Le Meridien; W Hotels; aloft; Westin, Element",Four Points by Sheraton; Le Meridien; Luxury Collection; Sheraton; St. Regis; W Hotels; Westin,Planning a Trip,aloft; Element; Four Points by Sheraton; Le Meridien;  Luxury Collection; Sheraton; St. Regis;  W Hotels; Westin,100,Starwood  Hotels & Resorts,aloft; Element; Four Points; Le Meridien; Luxury Collection; Sheraton; St. Regis; W Hotels; Westin,Starwood Hotels & Resorts Worldwide,"Sheraton; Four Points by Sheraton; St. Regis; Luxury Collection; Le Meridien; W Hotels; aloft; Westin, Element",,,NCP,
1298,Entertainment and Electronic Media,Walt Disney Co.,Disney; ABC; ESPN,Disney Cruise Line; Walt Disney World Resorts,Planning a Trip,Disney Cruise Line; Disneyland; Walt Disney World Resorts,100,The Walt Disney Co.,Disney Cruise Line; Disneyland; Disney Vacation Club; Walt Disney World Resorts,Walt Disney Co.,Disney; ABC; ESPN; PIXAR,,,,
52574,Transportation and Travel,Travelport Ltd.,,,Planning a Trip,,100,Travelport,,Away.com; Cheaptickets; eBookers.com; HotelClub; Orbitz; ,Orbitz.com; Cheaptickets.com; ,x,,,
1713,Airlines,US Airways Group Inc.,"US Airways, US Airways Vacations, USAirways.com, US Airways Express",,Planning a Trip,,100,US Airways,,US Airways Group Inc.,"US Airways, US Airways Vacations, USAirways.com, US Airways Express",,,,
